identificacion,corte_mes,saldo
H9QCKG6XB01NQCZO9,11/30/2023,1338679
NYD2J0FAEI05SQVAY,3/31/2023,729303
G6R001Q73KLXUDPTV,8/31/2023,5261838
VEYQK2P1HT4EDEU8Z,5/31/2024,3359325
IAXUMLO4Y4HXEEHHC,12/31/2023,424853
UP8K03IYUM8HZ8NLC,5/31/2024,1934407
Y144TELK1D0Z0KLVV,10/31/2023,5184002
VBCVVZPLR5KW0VKDX,6/30/2024,6184568
79KX9A87LHVX4DRM4,3/31/2024,6058790
E0P3U76BSR8JVOEAS,8/31/2024,4345637
Z4HM8TL716AK8U17L,11/30/2024,2090692
IAXUMLO4Y4HXEEHHC,6/30/2024,6414678
4GM0V34SHZCQY338K,5/31/2023,1930046
MHREEFELDOONUMCHP,12/31/2023,4794697
73LDIXZVJOQFRMHNZ,8/31/2023,1751453
G6R001Q73KLXUDPTV,2/29/2024,2830239
Y6PZ8ICUVSNUUVGC6,7/31/2023,4862053
OCCKGZM8DIZCYX3CJ,3/31/2023,6293646
OQ5Y6DD3YNNZYDOK7,1/31/2024,3076506
IC9TR053SOF1562RK,6/30/2024,572104
FXIQJ8T0RNKU5YYZL,2/28/2023,4333395
Z4HM8TL716AK8U17L,12/31/2023,500824
QNCADSU9WB6X6JEXE,12/31/2024,1529127
U5I6FRV4Z2WTHAYXA,4/30/2023,4286748
9NWFWJ38XN31WBFXG,1/31/2024,5326182
Z4HM8TL716AK8U17L,5/31/2024,5714953
Z4HM8TL716AK8U17L,6/30/2023,88229
RVDHIRC8T2IA2OUOW,3/31/2024,6225167
C89YVYS8RINE8LHLO,8/31/2024,1175424
UP8K03IYUM8HZ8NLC,12/31/2023,2048662
KIULTEGOP4LWPVDNF,12/31/2024,6683474
FQJP2PBU50DG45YX3,7/31/2024,5170860
Y144TELK1D0Z0KLVV,1/31/2023,2865390
BQLAQGMLUN5Y6VU3U,6/30/2024,3111233
EX2GMK7UHXBM6P2OW,5/31/2024,3567690
YVS0D5GU52ULP7YLI,1/31/2024,2499503
A4LKAXWACFA995KE1,6/30/2024,4083841
LYQEIHF686T8C6FUH,8/31/2023,393374
A4LKAXWACFA995KE1,10/31/2024,1676385
ITDKGZGY3D1CQ22P4,9/30/2024,6317664
IHBDM8XWHP0LUZ7NR,4/30/2023,6951883
9F27PNL29KIWUI8V1,1/31/2023,5435361
DJXLPRMY5ZZMANLU6,1/31/2024,1114210
6T645BU8TYM8VGXKO,9/30/2023,5061205
GTLAUQABS3K1IHWCJ,3/31/2024,455315
E0P3U76BSR8JVOEAS,9/30/2023,692991
Z8WH1L99SI8KI6NIV,4/30/2024,6344934
OBPVWFPY1GIGMACGG,11/30/2024,4695234
D0HW4TD0CUW9XJQPX,8/31/2024,6108812
63FO2A0KBYVLDNRAA,6/30/2024,4493490
N28ZTD9G5EYTS9PZY,9/30/2024,4091302
1LFTDYT2H0I9ZG3S8,2/28/2023,58419
N28ZTD9G5EYTS9PZY,12/31/2023,6092721
J899WRG0VOOF1WON0,9/30/2024,5271437
LMHCV45KAJNLAV6CI,11/30/2024,3919961
U5I6FRV4Z2WTHAYXA,11/30/2023,6035806
SSP73CDZATG8LX9V1,5/31/2023,2150130
VBCVVZPLR5KW0VKDX,3/31/2023,4447495
N28ZTD9G5EYTS9PZY,9/30/2023,5544718
83Y10YDW1OI06N9ZM,8/31/2023,247008
63FO2A0KBYVLDNRAA,4/30/2023,4636861
R7Q4Z9AULIORDJQ9D,4/30/2024,5026359
83Y10YDW1OI06N9ZM,12/31/2024,2836041
R6XC1HPW2F2OYGFS2,10/31/2024,3878298
V2NG3GK779G8J7A0S,9/30/2023,2212381
X4YOXMSTBUXXCUOGK,7/31/2023,2521423
5VVHS1PF81H0K03QN,7/31/2024,412892
DLTTACGP89H6U008M,12/31/2023,5460189
VEYQK2P1HT4EDEU8Z,12/31/2023,2216228
E0P3U76BSR8JVOEAS,11/30/2023,4631629
V4LNPTIOKCV53PIHE,7/31/2024,4704065
ITDKGZGY3D1CQ22P4,11/30/2024,6889171
BUDE132ZGBWCF5SIZ,2/28/2023,3962639
A4LKAXWACFA995KE1,4/30/2023,274968
A4JYPUIFCGXQSH8XL,7/31/2024,4438376
XEVZL0LOYONKMBWZY,7/31/2023,4997850
K2DBNBQ09G1QCCD7W,1/31/2023,3095812
FDS0N1SJL1R9K1IB4,7/31/2023,1252165
GFMBMLM8423RIAEDD,5/31/2023,4167184
T16X6RLA2J523LYRZ,6/30/2023,1306711
K4BAGGWMVBZXC8Z0R,7/31/2024,2501431
6RNZ6V20ZBCHCCIPT,10/31/2023,3797822
EX2GMK7UHXBM6P2OW,1/31/2024,5480524
T16X6RLA2J523LYRZ,11/30/2023,6827215
BQLAQGMLUN5Y6VU3U,10/31/2024,3773793
U5I6FRV4Z2WTHAYXA,1/31/2023,493708
SUK8675QWKY38XUZB,3/31/2023,2410401
BOWGL6ZFJ8V4E620T,11/30/2023,6807023
A4LKAXWACFA995KE1,8/31/2023,996127
977FYO2GIYKZOIEB6,9/30/2023,4593976
9IL03MCKH41ZX8EVC,12/31/2023,419006
SUK8675QWKY38XUZB,9/30/2023,974623
OBPVWFPY1GIGMACGG,2/29/2024,4895874
FGGU9EADWBBLHKHYI,9/30/2024,473745
XRD31U4F7GM99U92O,9/30/2023,4517462
MUIZHHC8NUPU3856X,4/30/2024,1408780
R6XC1HPW2F2OYGFS2,6/30/2023,1956488
6RNZ6V20ZBCHCCIPT,10/31/2024,4483599
T16X6RLA2J523LYRZ,4/30/2023,6964777
R6XC1HPW2F2OYGFS2,4/30/2023,1131003
KUD4O3VLEGN7O0D3B,7/31/2023,4876066
7ZQT4ZSYX2JJH3BHK,9/30/2024,6805337
6O996AT92IZ9926S5,4/30/2023,6846590
8JB7CPERPX344FYNY,2/28/2023,5795279
RRS0030J6RHTUQ2RK,4/30/2024,627781
VNTN2FOUQHBSVRLKZ,10/31/2024,5297643
KLRH1ZESF492S056H,9/30/2023,2076358
H9QCKG6XB01NQCZO9,1/31/2023,4979337
KXDUI2BQC1ZQ25O4C,6/30/2023,5004187
AXH5M6W00RW6A1MRV,3/31/2024,775948
IC9TR053SOF1562RK,11/30/2024,4582970
KIULTEGOP4LWPVDNF,9/30/2024,1656671
XEVZL0LOYONKMBWZY,1/31/2023,144131
PEYORPWSHOAUXOPB8,1/31/2023,1022086
KUD4O3VLEGN7O0D3B,12/31/2024,5171120
K2DBNBQ09G1QCCD7W,3/31/2024,1772548
Z8WH1L99SI8KI6NIV,10/31/2023,6973944
IAXUMLO4Y4HXEEHHC,2/29/2024,1584415
IHBDM8XWHP0LUZ7NR,8/31/2024,5871902
OJQZJBSXV2EELB04H,7/31/2024,3651266
VU97XYAGZZS7LOG4E,4/30/2023,4126117
BJSA6PK9IP3QNY0GU,5/31/2024,1633027
FA2OC6FGIMI4S37PU,1/31/2024,1865348
QNCADSU9WB6X6JEXE,11/30/2024,1090578
RVDHIRC8T2IA2OUOW,7/31/2024,6009014
V2NG3GK779G8J7A0S,7/31/2024,6213878
4M67RWDJ0PY180OMY,12/31/2024,6570423
9Y4LCJDQLDU43LOK4,12/31/2023,1924681
L8NOLOQ0MHSBXLPC8,12/31/2024,4514847
ZBRHGSC2D0501QLTX,3/31/2024,1289281
7PLLCJPG8BTDR1ND3,7/31/2024,6204626
9F27PNL29KIWUI8V1,7/31/2023,3804419
2XCK13Y6KY3FTUJ0T,7/31/2024,4304578
Y6PZ8ICUVSNUUVGC6,5/31/2024,6310886
IHBDM8XWHP0LUZ7NR,5/31/2023,3531004
MGD1S17DROU71KI80,1/31/2024,15677
9IL03MCKH41ZX8EVC,11/30/2023,5128464
7PLLCJPG8BTDR1ND3,6/30/2023,6693357
BQLAQGMLUN5Y6VU3U,1/31/2024,4660498
OJQZJBSXV2EELB04H,3/31/2023,5595376
BQLAQGMLUN5Y6VU3U,4/30/2023,4285817
2XCK13Y6KY3FTUJ0T,8/31/2023,6179586
3QWPW0GFU2JIA5UE4,2/28/2023,5307552
HDTGP1H5F336COXZX,11/30/2023,5039257
PEYORPWSHOAUXOPB8,4/30/2024,3716387
DLRDFJ40BGVP9H10W,11/30/2024,3770312
SSP73CDZATG8LX9V1,4/30/2023,6116618
OQ5Y6DD3YNNZYDOK7,3/31/2023,6145053
NDN0JWDWD4PJPHKO9,3/31/2023,75498
83Y10YDW1OI06N9ZM,7/31/2023,337701
JTZWA92S5243CPZDG,12/31/2024,5948939
K4BAGGWMVBZXC8Z0R,4/30/2024,6028607
FDS0N1SJL1R9K1IB4,10/31/2024,3629748
VHX791SAUG7W7R63P,1/31/2023,4692847
OEZ236PKMC6MBM3TB,3/31/2024,6067561
XT6P8GPRWDSJSYZKR,10/31/2024,6288630
G6R001Q73KLXUDPTV,5/31/2024,663360
T16X6RLA2J523LYRZ,5/31/2024,2699777
IGOQX9XYBSRDMOZXT,2/29/2024,2169248
9DQS2WEXYFKHTNXUB,3/31/2023,3667271
GTLAUQABS3K1IHWCJ,9/30/2024,5637131
2XCK13Y6KY3FTUJ0T,12/31/2023,2999244
SSP73CDZATG8LX9V1,8/31/2023,4467846
5CS7MKN5CCCZTYEH8,7/31/2023,1608709
E0P3U76BSR8JVOEAS,8/31/2023,4438595
LATSV8PKLN0G0XSCQ,5/31/2023,1458645
1MFXZRYV4MFOBXIAJ,6/30/2023,2269674
H9QCKG6XB01NQCZO9,10/31/2024,4694755
0TQ17VI65FDDKT227,2/28/2023,1784677
XRD31U4F7GM99U92O,7/31/2023,6551837
FXIQJ8T0RNKU5YYZL,3/31/2023,5330873
D0HW4TD0CUW9XJQPX,4/30/2024,5516393
GFMBMLM8423RIAEDD,12/31/2024,5094566
FDS0N1SJL1R9K1IB4,2/28/2023,6669599
OJQZJBSXV2EELB04H,7/31/2023,79332
K4BAGGWMVBZXC8Z0R,11/30/2023,515106
XT6P8GPRWDSJSYZKR,12/31/2024,2903337
4M67RWDJ0PY180OMY,11/30/2024,4170606
375WULANW2HVOVK5J,4/30/2023,1883554
3QWPW0GFU2JIA5UE4,8/31/2023,5607093
V4LNPTIOKCV53PIHE,1/31/2023,4012462
IHBDM8XWHP0LUZ7NR,12/31/2023,5335784
T3ZXYYXXBKASGDXYG,12/31/2024,3937514
XEVZL0LOYONKMBWZY,8/31/2023,6264458
IGOQX9XYBSRDMOZXT,5/31/2024,4157940
4M67RWDJ0PY180OMY,1/31/2024,4533698
15J0ZCH8C1O665RTF,12/31/2023,1726871
51UQ4XPBN39O7QIOO,6/30/2024,5603649
ORSVN3W6R6KI4L6K7,9/30/2023,2647652
8JB7CPERPX344FYNY,8/31/2023,4343548
2XCK13Y6KY3FTUJ0T,10/31/2023,1304866
K7OLAZQZTOKBXBQVR,12/31/2024,6778258
DLTTACGP89H6U008M,3/31/2023,2392378
BJ37EOP5EGMDLO3MP,6/30/2024,2220461
HDTGP1H5F336COXZX,6/30/2024,1201841
AXH5M6W00RW6A1MRV,12/31/2024,4629381
OEZ236PKMC6MBM3TB,4/30/2024,5847506
J899WRG0VOOF1WON0,3/31/2023,5514185
KUD4O3VLEGN7O0D3B,7/31/2024,3557733
LATSV8PKLN0G0XSCQ,8/31/2023,4788213
C89YVYS8RINE8LHLO,6/30/2024,2402453
6RNZ6V20ZBCHCCIPT,9/30/2023,2437103
6O996AT92IZ9926S5,8/31/2023,1957322
XYYJ1CS2J4N0KXRG2,7/31/2024,6104337
4GM0V34SHZCQY338K,12/31/2024,3338124
R7Q4Z9AULIORDJQ9D,7/31/2023,6239058
Y6PZ8ICUVSNUUVGC6,12/31/2023,346816
RVDHIRC8T2IA2OUOW,4/30/2023,6658329
NDN0JWDWD4PJPHKO9,3/31/2024,1987739
9Y4LCJDQLDU43LOK4,2/29/2024,1282306
5P7TLU9HROJCCH8XF,12/31/2023,207546
JTZWA92S5243CPZDG,9/30/2023,4562717
MUIZHHC8NUPU3856X,2/28/2023,4810026
ORSVN3W6R6KI4L6K7,5/31/2023,1290688
R7Q4Z9AULIORDJQ9D,12/31/2023,4348422
D7UUQ6CP4DWYGZF0Z,7/31/2024,468701
FQJP2PBU50DG45YX3,8/31/2023,3911132
BUDE132ZGBWCF5SIZ,11/30/2023,3176039
GTLAUQABS3K1IHWCJ,5/31/2024,2227593
KCLWQ204AZ5D2W8QN,1/31/2024,2141716
FQJP2PBU50DG45YX3,11/30/2023,5496454
IHBDM8XWHP0LUZ7NR,2/29/2024,946922
K4BAGGWMVBZXC8Z0R,9/30/2023,3900335
7PLLCJPG8BTDR1ND3,12/31/2023,5051963
FGGU9EADWBBLHKHYI,10/31/2023,3169197
NYD2J0FAEI05SQVAY,4/30/2023,4389545
15J0ZCH8C1O665RTF,4/30/2023,1505968
OCCKGZM8DIZCYX3CJ,12/31/2024,1903585
15J0ZCH8C1O665RTF,6/30/2023,4478986
9G2XZ3XNAY7J6KTJN,12/31/2023,3437615
Z8WH1L99SI8KI6NIV,9/30/2023,6053467
UOHQ6DHPAN7V486JH,2/29/2024,4511512
977FYO2GIYKZOIEB6,3/31/2024,5545069
IC9TR053SOF1562RK,8/31/2024,4044902
LATSV8PKLN0G0XSCQ,2/29/2024,6446445
5VVHS1PF81H0K03QN,1/31/2024,5607730
XRD31U4F7GM99U92O,2/29/2024,5327009
9DQS2WEXYFKHTNXUB,4/30/2023,651498
VU97XYAGZZS7LOG4E,9/30/2023,3784873
9Y4LCJDQLDU43LOK4,10/31/2023,5693555
AERG7GPQIBQXOGOHX,2/29/2024,1757531
DJXLPRMY5ZZMANLU6,5/31/2024,5210979
3QWPW0GFU2JIA5UE4,11/30/2023,5737441
C89YVYS8RINE8LHLO,4/30/2023,6114972
NDN0JWDWD4PJPHKO9,12/31/2023,341318
ZBRHGSC2D0501QLTX,3/31/2023,5426052
869YG73INQB5W1NQT,7/31/2023,6740659
KUD4O3VLEGN7O0D3B,10/31/2023,6146409
Z4HM8TL716AK8U17L,10/31/2023,1881766
OBPVWFPY1GIGMACGG,3/31/2023,5226847
X4YOXMSTBUXXCUOGK,11/30/2023,1289484
UP8K03IYUM8HZ8NLC,1/31/2024,1377646
D0HW4TD0CUW9XJQPX,7/31/2024,5621260
BJ37EOP5EGMDLO3MP,3/31/2023,920450
LMHCV45KAJNLAV6CI,4/30/2024,3804962
1MFXZRYV4MFOBXIAJ,11/30/2024,3061211
FA2OC6FGIMI4S37PU,4/30/2023,6607450
T16X6RLA2J523LYRZ,10/31/2023,5059525
UXT0SVW2ICMQTZACJ,1/31/2024,5572373
Y144TELK1D0Z0KLVV,5/31/2024,6495972
XYYJ1CS2J4N0KXRG2,5/31/2023,1025086
FA2OC6FGIMI4S37PU,8/31/2024,1354646
BJSA6PK9IP3QNY0GU,8/31/2024,964980
SKH4GHZSBWP3QGNNK,7/31/2023,2020214
9G2XZ3XNAY7J6KTJN,10/31/2023,5364505
FGGU9EADWBBLHKHYI,2/28/2023,6411638
F5AUCVPQMIXFMLKNY,4/30/2023,207923
T3ZXYYXXBKASGDXYG,4/30/2024,4540762
LMHCV45KAJNLAV6CI,7/31/2024,2006571
ORSVN3W6R6KI4L6K7,7/31/2024,2161101
4HER62QO48L3HOLG6,8/31/2023,2042294
WLHSCECOGSRZSUK44,2/29/2024,3108972
Y9LTUSGD9M83VAB0I,8/31/2024,5186849
5SKDNN35BDFYCRZ3T,11/30/2024,6029474
IAXUMLO4Y4HXEEHHC,9/30/2023,6544667
4GM0V34SHZCQY338K,7/31/2023,2721915
WI9LBMXJ0YIBEJ357,10/31/2023,340380
7MQU99ZO49YXI2EDE,9/30/2023,3266848
K7OLAZQZTOKBXBQVR,7/31/2024,4417259
EX2GMK7UHXBM6P2OW,9/30/2023,6539080
I9WWI0Z0BQBBIKN76,5/31/2023,1267995
IC9TR053SOF1562RK,5/31/2023,5064495
3QWPW0GFU2JIA5UE4,3/31/2023,468221
1MFXZRYV4MFOBXIAJ,2/28/2023,2464282
MUIZHHC8NUPU3856X,6/30/2024,2345118
MUIZHHC8NUPU3856X,2/29/2024,6368671
WLHSCECOGSRZSUK44,10/31/2023,2676215
RVDHIRC8T2IA2OUOW,6/30/2023,6510711
OCCKGZM8DIZCYX3CJ,4/30/2023,6736020
IHBDM8XWHP0LUZ7NR,2/28/2023,3630558
UOHQ6DHPAN7V486JH,5/31/2023,1268730
E0ZB60NF3G5K4VREU,12/31/2023,1872559
E0ZB60NF3G5K4VREU,4/30/2024,1407986
DLTTACGP89H6U008M,2/29/2024,5203220
L8NOLOQ0MHSBXLPC8,4/30/2024,2260560
DWJ0GFUKS12L7Y0G9,4/30/2023,2036986
U01UYM0KLQO7ZMKXL,1/31/2024,5036700
9DQS2WEXYFKHTNXUB,11/30/2024,402965
KUD4O3VLEGN7O0D3B,10/31/2024,1829133
BQLAQGMLUN5Y6VU3U,8/31/2023,4325512
15J0ZCH8C1O665RTF,2/28/2023,1921892
UXT0SVW2ICMQTZACJ,8/31/2023,1637302
FXIQJ8T0RNKU5YYZL,5/31/2023,3316267
J899WRG0VOOF1WON0,4/30/2023,1800177
EX2GMK7UHXBM6P2OW,1/31/2023,528948
3QWPW0GFU2JIA5UE4,2/29/2024,4777318
AXH5M6W00RW6A1MRV,8/31/2023,5014760
Y9LTUSGD9M83VAB0I,7/31/2023,862783
7AQPGU50TED28A7G6,7/31/2024,3874484
RRS0030J6RHTUQ2RK,10/31/2023,1452641
V1SRV6QGJWWC8JVW0,4/30/2023,2755344
9NWFWJ38XN31WBFXG,8/31/2024,4892777
09SYGN7IXDQV5X9IP,4/30/2023,6912535
SUK8675QWKY38XUZB,7/31/2024,4248197
NYD2J0FAEI05SQVAY,1/31/2024,4909629
7AQPGU50TED28A7G6,10/31/2024,1506011
9Y4LCJDQLDU43LOK4,8/31/2023,6861469
HDTGP1H5F336COXZX,2/28/2023,4147503
DWJ0GFUKS12L7Y0G9,3/31/2023,1189856
FA2OC6FGIMI4S37PU,6/30/2023,129909
FDS0N1SJL1R9K1IB4,1/31/2024,1098467
E0P3U76BSR8JVOEAS,2/29/2024,1250511
Y9LTUSGD9M83VAB0I,12/31/2024,4878392
YVS0D5GU52ULP7YLI,3/31/2023,671644
AIQASN1W6XH7O9AI8,6/30/2023,2966551
5VVHS1PF81H0K03QN,2/29/2024,3279066
DJXLPRMY5ZZMANLU6,8/31/2023,148791
9IL03MCKH41ZX8EVC,6/30/2023,4845120
V1SRV6QGJWWC8JVW0,4/30/2024,4717492
D7UUQ6CP4DWYGZF0Z,5/31/2023,4186114
977FYO2GIYKZOIEB6,5/31/2023,4323730
YVS0D5GU52ULP7YLI,1/31/2023,2504992
ITDKGZGY3D1CQ22P4,3/31/2024,1606082
977FYO2GIYKZOIEB6,11/30/2023,5274954
K2DBNBQ09G1QCCD7W,6/30/2023,2395620
1MFXZRYV4MFOBXIAJ,10/31/2024,1724548
JTZWA92S5243CPZDG,1/31/2024,817806
X4YOXMSTBUXXCUOGK,7/31/2024,6349637
C89YVYS8RINE8LHLO,7/31/2023,6092522
IHBDM8XWHP0LUZ7NR,1/31/2024,674973
0TTW5R9RRCJ0A9E5F,6/30/2024,3967031
9G2XZ3XNAY7J6KTJN,12/31/2024,3414741
R6XC1HPW2F2OYGFS2,2/29/2024,5903900
09SYGN7IXDQV5X9IP,11/30/2023,6615922
MHREEFELDOONUMCHP,10/31/2023,455466
UP8K03IYUM8HZ8NLC,3/31/2024,6221961
KXDUI2BQC1ZQ25O4C,12/31/2024,4322893
FA2OC6FGIMI4S37PU,10/31/2024,3951320
5SKDNN35BDFYCRZ3T,2/28/2023,3856218
D0HW4TD0CUW9XJQPX,11/30/2024,6560883
HDTGP1H5F336COXZX,1/31/2024,1350900
9NWFWJ38XN31WBFXG,7/31/2023,3050499
R6XC1HPW2F2OYGFS2,4/30/2024,2134811
E0ZB60NF3G5K4VREU,1/31/2023,3165181
9DQS2WEXYFKHTNXUB,12/31/2023,215559
UXT0SVW2ICMQTZACJ,12/31/2024,942134
T3ZXYYXXBKASGDXYG,2/28/2023,2237424
DWJ0GFUKS12L7Y0G9,12/31/2023,4662786
5SKDNN35BDFYCRZ3T,4/30/2024,1391905
OCCKGZM8DIZCYX3CJ,4/30/2024,3768217
LMHCV45KAJNLAV6CI,5/31/2023,3051865
OBPVWFPY1GIGMACGG,5/31/2023,5032644
VIOMZ3660T8XTY6RC,4/30/2024,1332309
3QWPW0GFU2JIA5UE4,12/31/2023,3663262
I9WWI0Z0BQBBIKN76,12/31/2024,2251050
AIQASN1W6XH7O9AI8,12/31/2024,2476545
RVDHIRC8T2IA2OUOW,4/30/2024,5111317
L8NOLOQ0MHSBXLPC8,5/31/2023,1346820
KVXACS7SB5O59ARQP,8/31/2023,5444792
H9QCKG6XB01NQCZO9,1/31/2024,423749
LYQEIHF686T8C6FUH,4/30/2023,1039450
6N7C2M20A97S9IENG,12/31/2024,1567924
E0ZB60NF3G5K4VREU,6/30/2023,5195754
BQLAQGMLUN5Y6VU3U,3/31/2024,4476506
KUD4O3VLEGN7O0D3B,3/31/2024,4165536
0TTW5R9RRCJ0A9E5F,1/31/2023,5963402
OL2AN4Q8PF7T5DNJA,3/31/2024,3516604
BJSA6PK9IP3QNY0GU,2/28/2023,2849735
LMHCV45KAJNLAV6CI,8/31/2023,6466140
OCCKGZM8DIZCYX3CJ,2/28/2023,1831892
QNCADSU9WB6X6JEXE,10/31/2023,6577251
SUK8675QWKY38XUZB,6/30/2023,1452410
BUDE132ZGBWCF5SIZ,1/31/2024,6706622
L8NOLOQ0MHSBXLPC8,2/28/2023,2116606
K4BAGGWMVBZXC8Z0R,5/31/2024,5144394
5VVHS1PF81H0K03QN,6/30/2023,1583742
AERG7GPQIBQXOGOHX,8/31/2024,1035394
C89YVYS8RINE8LHLO,1/31/2023,4397039
0TQ17VI65FDDKT227,12/31/2024,4027741
K2DBNBQ09G1QCCD7W,7/31/2023,588516
VNTN2FOUQHBSVRLKZ,11/30/2023,231515
ZBRHGSC2D0501QLTX,2/29/2024,4393683
4M67RWDJ0PY180OMY,4/30/2024,577193
KXDUI2BQC1ZQ25O4C,10/31/2023,5130898
09SYGN7IXDQV5X9IP,7/31/2023,5409894
7ZQT4ZSYX2JJH3BHK,12/31/2023,1610571
D0HW4TD0CUW9XJQPX,3/31/2023,3543075
G6R001Q73KLXUDPTV,10/31/2024,1980047
VNTN2FOUQHBSVRLKZ,6/30/2023,4504722
63FO2A0KBYVLDNRAA,6/30/2023,4545491
6RNZ6V20ZBCHCCIPT,7/31/2024,1267359
3QWPW0GFU2JIA5UE4,5/31/2023,5457514
FBMRRTAV36KC40D1Z,3/31/2023,147746
1LFTDYT2H0I9ZG3S8,10/31/2023,1635400
IAXUMLO4Y4HXEEHHC,1/31/2024,554068
T16X6RLA2J523LYRZ,5/31/2023,800843
79KX9A87LHVX4DRM4,2/28/2023,85715
R7Q4Z9AULIORDJQ9D,1/31/2023,1585528
C89YVYS8RINE8LHLO,3/31/2023,2685470
K7OLAZQZTOKBXBQVR,9/30/2023,884162
NDN0JWDWD4PJPHKO9,10/31/2024,28438
KCLWQ204AZ5D2W8QN,12/31/2024,6147329
DJXLPRMY5ZZMANLU6,12/31/2023,1323182
D0HW4TD0CUW9XJQPX,12/31/2023,5380051
KXDUI2BQC1ZQ25O4C,7/31/2023,6179999
EX2GMK7UHXBM6P2OW,4/30/2023,6663103
7ZQT4ZSYX2JJH3BHK,6/30/2023,5740322
VHX791SAUG7W7R63P,5/31/2023,5599848
F5AUCVPQMIXFMLKNY,9/30/2024,6011988
THJ9OBJH3W6ANRCMS,10/31/2024,5134534
MUIZHHC8NUPU3856X,10/31/2023,2195064
9G2XZ3XNAY7J6KTJN,3/31/2024,2464152
C89YVYS8RINE8LHLO,3/31/2024,3892933
2XCK13Y6KY3FTUJ0T,9/30/2023,1170834
OCCKGZM8DIZCYX3CJ,7/31/2023,1132842
U01UYM0KLQO7ZMKXL,10/31/2023,6569075
LATSV8PKLN0G0XSCQ,10/31/2023,3679189
5CS7MKN5CCCZTYEH8,11/30/2024,5358620
9IL03MCKH41ZX8EVC,11/30/2024,3881413
7ZQT4ZSYX2JJH3BHK,7/31/2024,5362705
JTZWA92S5243CPZDG,3/31/2023,3447225
FBMRRTAV36KC40D1Z,11/30/2023,3953074
7ZQT4ZSYX2JJH3BHK,8/31/2023,5810556
IC9TR053SOF1562RK,1/31/2024,1429275
R7Q4Z9AULIORDJQ9D,8/31/2023,556894
I9WWI0Z0BQBBIKN76,10/31/2023,5271858
X4YOXMSTBUXXCUOGK,4/30/2023,1326953
5SKDNN35BDFYCRZ3T,2/29/2024,3323266
L8NOLOQ0MHSBXLPC8,12/31/2023,6300800
73LDIXZVJOQFRMHNZ,3/31/2023,611030
VEYQK2P1HT4EDEU8Z,4/30/2024,472060
V4LNPTIOKCV53PIHE,8/31/2023,526313
XYYJ1CS2J4N0KXRG2,6/30/2024,5727269
NDN0JWDWD4PJPHKO9,1/31/2024,1041612
T16X6RLA2J523LYRZ,3/31/2024,5493070
9F27PNL29KIWUI8V1,6/30/2023,5341829
Y144TELK1D0Z0KLVV,8/31/2024,2360058
D0HW4TD0CUW9XJQPX,11/30/2023,5765799
ORSVN3W6R6KI4L6K7,1/31/2024,4547577
Z8WH1L99SI8KI6NIV,3/31/2023,3973551
DJXLPRMY5ZZMANLU6,2/29/2024,1594962
WI9LBMXJ0YIBEJ357,6/30/2024,5217237
R7Q4Z9AULIORDJQ9D,3/31/2023,2780015
79KX9A87LHVX4DRM4,4/30/2024,852107
51UQ4XPBN39O7QIOO,3/31/2023,4091043
XYYJ1CS2J4N0KXRG2,8/31/2023,1069910
977FYO2GIYKZOIEB6,7/31/2024,804914
UOHQ6DHPAN7V486JH,12/31/2024,4693299
FQJP2PBU50DG45YX3,5/31/2024,1646797
C89YVYS8RINE8LHLO,5/31/2023,365963
KXDUI2BQC1ZQ25O4C,8/31/2023,2303576
R6XC1HPW2F2OYGFS2,5/31/2024,6103328
BJSA6PK9IP3QNY0GU,3/31/2024,3532064
T3ZXYYXXBKASGDXYG,8/31/2023,5733362
VIOMZ3660T8XTY6RC,12/31/2023,3946518
J899WRG0VOOF1WON0,4/30/2024,3314922
6N7C2M20A97S9IENG,10/31/2024,5090808
KUD4O3VLEGN7O0D3B,8/31/2024,6817329
GFMBMLM8423RIAEDD,12/31/2023,4362455
VNTN2FOUQHBSVRLKZ,6/30/2024,6546094
DLTTACGP89H6U008M,10/31/2023,4107789
ORSVN3W6R6KI4L6K7,4/30/2023,3471029
OCCKGZM8DIZCYX3CJ,11/30/2023,5599991
79KX9A87LHVX4DRM4,1/31/2023,1845627
THJ9OBJH3W6ANRCMS,5/31/2023,332230
AXH5M6W00RW6A1MRV,7/31/2024,2635052
C89YVYS8RINE8LHLO,2/29/2024,1122913
YVS0D5GU52ULP7YLI,9/30/2023,3957071
K7OLAZQZTOKBXBQVR,3/31/2024,3664327
7ZQT4ZSYX2JJH3BHK,9/30/2023,4686822
MUIZHHC8NUPU3856X,10/31/2024,5352865
XTUS49QJ4P8A8OCOB,5/31/2023,6528963
869YG73INQB5W1NQT,4/30/2023,3300354
09SYGN7IXDQV5X9IP,3/31/2023,5549391
NYD2J0FAEI05SQVAY,5/31/2024,3377660
5SKDNN35BDFYCRZ3T,1/31/2024,5009729
F5AUCVPQMIXFMLKNY,3/31/2023,1390961
869YG73INQB5W1NQT,4/30/2024,3041966
VZPJAHRX89B2CPA40,6/30/2024,2379742
VIOMZ3660T8XTY6RC,6/30/2024,3231644
F5AUCVPQMIXFMLKNY,11/30/2023,6794201
63FO2A0KBYVLDNRAA,11/30/2023,6900571
L8NOLOQ0MHSBXLPC8,7/31/2024,6478392
U01UYM0KLQO7ZMKXL,3/31/2023,4885194
VEYQK2P1HT4EDEU8Z,3/31/2024,967968
